time,open,high,low,close
2026-09-21T19:31:41+00:00,1.09889524,1.09895015,1.09839098,1.09845568
2026-09-21T19:32:41+00:00,1.09845568,1.09882177,1.09739424,1.09757692
2026-09-21T19:33:41+00:00,1.09757692,1.09757886,1.09626242,1.09669886
2026-09-21T19:34:41+00:00,1.09669886,1.09698229,1.09629547,1.09647952
2026-09-21T19:35:41+00:00,1.09647952,1.09664136,1.09562330,1.09604093
2026-09-21T19:36:41+00:00,1.09604093,1.09670072,1.09601586,1.09647935
2026-09-21T19:37:41+00:00,1.09647935,1.09678454,1.09641634,1.09669865
2026-09-21T19:38:41+00:00,1.09669865,1.09683920,1.09616173,1.09625997
2026-09-21T19:39:41+00:00,1.09625997,1.09650126,1.09618592,1.09647922
2026-09-21T19:40:41+00:00,1.09647922,1.09672088,1.09607994,1.09625992
2026-09-21T19:41:41+00:00,1.09625992,1.09662673,1.09592436,1.09647917
2026-09-21T19:42:41+00:00,1.09647917,1.09648193,1.09621830,1.09625987
2026-09-21T19:43:41+00:00,1.09625987,1.09733398,1.09625724,1.09713688
2026-09-21T19:44:41+00:00,1.09713688,1.09747929,1.09708981,1.09735631
2026-09-21T19:45:41+00:00,1.09735631,1.09754035,1.09685585,1.09691737
2026-09-21T19:46:41+00:00,1.09691737,1.09729093,1.09690457,1.09713675
2026-09-21T19:47:41+00:00,1.09713675,1.09720016,1.09661697,1.09669790
2026-09-21T19:48:41+00:00,1.09669790,1.09746298,1.09665371,1.09713658
2026-09-21T19:49:41+00:00,1.09713658,1.09715744,1.09654557,1.09669773
2026-09-21T19:50:41+00:00,1.09669773,1.09672776,1.09640998,1.09647839
2026-09-21T19:51:41+00:00,1.09647839,1.09656441,1.09600910,1.09603980
2026-09-21T19:52:41+00:00,1.09603980,1.09632667,1.09569883,1.09625901
2026-09-21T19:53:41+00:00,1.09625901,1.09686019,1.09511125,1.09538200
2026-09-21T19:54:41+00:00,1.09538200,1.09638068,1.09528366,1.09625831
2026-09-21T19:55:41+00:00,1.09625831,1.09683591,1.09612234,1.09669681
2026-09-21T19:56:41+00:00,1.09669681,1.09714612,1.09644041,1.09713549
2026-09-21T19:57:41+00:00,1.09713549,1.09761611,1.09694058,1.09735492
2026-09-21T19:58:41+00:00,1.09735492,1.09866083,1.09726373,1.09823280
2026-09-21T19:59:41+00:00,1.09823280,1.09889495,1.09814875,1.09867209
2026-09-21T20:00:41+00:00,1.09867209,1.09920344,1.09865047,1.09911156
2026-09-21T20:01:41+00:00,1.09911156,1.09929399,1.09862455,1.09867192
2026-09-21T20:02:41+00:00,1.09867192,1.09871018,1.09812305,1.09845219
2026-09-21T20:03:41+00:00,1.09845219,1.09868289,1.09842461,1.09867188
2026-09-21T20:04:41+00:00,1.09867188,1.09877454,1.09840824,1.09845215
2026-09-21T20:05:41+00:00,1.09845215,1.09885989,1.09809008,1.09867184
2026-09-21T20:06:41+00:00,1.09867184,1.09884342,1.09752166,1.09779290
2026-09-21T20:07:41+00:00,1.09779290,1.09781069,1.09733812,1.09757334
2026-09-21T20:08:41+00:00,1.09757334,1.09765842,1.09650115,1.09669528
2026-09-21T20:09:41+00:00,1.09669528,1.09678386,1.09637205,1.09647594
2026-09-21T20:10:41+00:00,1.09647594,1.09761651,1.09631112,1.09735312
2026-09-21T20:11:41+00:00,1.09735312,1.09752379,1.09705888,1.09713365
2026-09-21T20:12:41+00:00,1.09713365,1.09716084,1.09621727,1.09625594
2026-09-21T20:13:41+00:00,1.09625594,1.09701560,1.09608547,1.09669444
2026-09-21T20:14:41+00:00,1.09669444,1.09704226,1.09657622,1.09691378
2026-09-21T20:15:41+00:00,1.09691378,1.09758436,1.09667384,1.09735255
2026-09-21T20:16:41+00:00,1.09735255,1.09744290,1.09637276,1.09647467
2026-09-21T20:17:41+00:00,1.09647467,1.09691855,1.09645315,1.09691326
2026-09-21T20:18:41+00:00,1.09691326,1.09716216,1.09599363,1.09603573
2026-09-21T20:19:41+00:00,1.09603573,1.09660982,1.09576247,1.09625494
2026-09-21T20:20:41+00:00,1.09625494,1.09684401,1.09621898,1.09669344
2026-09-21T20:21:41+00:00,1.09669344,1.09685672,1.09607604,1.09625476
2026-09-21T20:22:41+00:00,1.09625476,1.09650454,1.09584248,1.09603551
2026-09-21T20:23:41+00:00,1.09603551,1.09660424,1.09564438,1.09647392
2026-09-21T20:24:41+00:00,1.09647392,1.09693870,1.09591153,1.09603533
2026-09-21T20:25:41+00:00,1.09603533,1.09606890,1.09544820,1.09559692
2026-09-21T20:26:41+00:00,1.09559692,1.09588120,1.09531505,1.09537780
2026-09-21T20:27:41+00:00,1.09537780,1.09547934,1.09471014,1.09493965
2026-09-21T20:28:41+00:00,1.09493965,1.09507629,1.09424745,1.09450167
2026-09-21T20:29:41+00:00,1.09450167,1.09463072,1.09419371,1.09428277
2026-09-21T20:30:41+00:00,1.09428277,1.09451027,1.09333219,1.09340734
2026-09-21T20:31:41+00:00,1.09340734,1.09358933,1.09239296,1.09253261
2026-09-21T20:32:41+00:00,1.09253261,1.09301089,1.09249952,1.09296962
2026-09-21T20:33:41+00:00,1.09296962,1.09308175,1.09236422,1.09253243
2026-09-21T20:34:41+00:00,1.09253243,1.09276122,1.09229533,1.09231392
2026-09-21T20:35:41+00:00,1.09231392,1.09289572,1.09170156,1.09187699
2026-09-21T20:36:41+00:00,1.09187699,1.09262337,1.09161841,1.09231374
2026-09-21T20:37:41+00:00,1.09231374,1.09256151,1.09204282,1.09209528
2026-09-21T20:38:41+00:00,1.09209528,1.09213640,1.09156294,1.09187686
2026-09-21T20:39:41+00:00,1.09187686,1.09244391,1.09177396,1.09209524
2026-09-21T20:40:41+00:00,1.09209524,1.09304434,1.09204481,1.09296892
2026-09-21T20:41:41+00:00,1.09296892,1.09412732,1.09256074,1.09384330
2026-09-21T20:42:41+00:00,1.09384330,1.09496109,1.09377391,1.09471837
2026-09-21T20:43:41+00:00,1.09471837,1.09582076,1.09458989,1.09559414
2026-09-21T20:44:41+00:00,1.09559414,1.09598661,1.09530631,1.09537502
2026-09-21T20:45:41+00:00,1.09537502,1.09575202,1.09489520,1.09515594
2026-09-21T20:46:41+00:00,1.09515594,1.09523814,1.09454415,1.09493691
2026-09-21T20:47:41+00:00,1.09493691,1.09581582,1.09476343,1.09537488
2026-09-21T20:48:41+00:00,1.09537488,1.09585569,1.09513685,1.09559395
2026-09-21T20:49:41+00:00,1.09559395,1.09648866,1.09554287,1.09647043
2026-09-21T20:50:41+00:00,1.09647043,1.09709419,1.09633546,1.09690902
2026-09-21T20:51:41+00:00,1.09690902,1.09695782,1.09650617,1.09668964
2026-09-21T20:52:41+00:00,1.09668964,1.09727445,1.09667126,1.09712832
2026-09-21T20:53:41+00:00,1.09712832,1.09787795,1.09701234,1.09756717
2026-09-21T20:54:41+00:00,1.09756717,1.09760049,1.09662599,1.09668912
2026-09-21T20:55:41+00:00,1.09668912,1.09759547,1.09660193,1.09756647
2026-09-21T20:56:41+00:00,1.09756647,1.09833802,1.09748466,1.09800550
2026-09-21T20:57:41+00:00,1.09800550,1.09805905,1.09739691,1.09778590
2026-09-21T20:58:41+00:00,1.09778590,1.09800580,1.09770379,1.09800546
2026-09-21T20:59:41+00:00,1.09800546,1.09812179,1.09693363,1.09712706
2026-09-21T21:00:41+00:00,1.09712706,1.09767068,1.09688965,1.09756591
2026-09-21T21:01:41+00:00,1.09756591,1.09782338,1.09731564,1.09734640
2026-09-21T21:02:41+00:00,1.09734640,1.09744787,1.09646204,1.09646852
2026-09-21T21:03:41+00:00,1.09646852,1.09717590,1.09606840,1.09690711
2026-09-21T21:04:41+00:00,1.09690711,1.09698003,1.09660583,1.09668773
2026-09-21T21:05:41+00:00,1.09668773,1.09677315,1.09628199,1.09646839
2026-09-21T21:06:41+00:00,1.09646839,1.09688337,1.09615517,1.09668768
2026-09-21T21:07:41+00:00,1.09668768,1.09689208,1.09571316,1.09581033
2026-09-21T21:08:41+00:00,1.09581033,1.09582145,1.09522298,1.09537201
2026-09-21T21:09:41+00:00,1.09537201,1.09559946,1.09512528,1.09559108
2026-09-21T21:10:41+00:00,1.09559108,1.09658590,1.09554502,1.09646755
2026-09-21T21:11:41+00:00,1.09646755,1.09723889,1.09629887,1.09690614
2026-09-21T21:12:41+00:00,1.09690614,1.09730292,1.09657166,1.09712552
2026-09-21T21:13:41+00:00,1.09712552,1.09722862,1.09604669,1.09624782
2026-09-21T21:14:41+00:00,1.09624782,1.09690852,1.09585006,1.09668632
2026-09-21T21:15:41+00:00,1.09668632,1.09734760,1.09665567,1.09690566
2026-09-21T21:16:41+00:00,1.09690566,1.09732188,1.09594000,1.09602814
2026-09-21T21:17:41+00:00,1.09602814,1.09696699,1.09593455,1.09690496
2026-09-21T21:18:41+00:00,1.09690496,1.09746897,1.09671721,1.09734372
2026-09-21T21:19:41+00:00,1.09734372,1.09760633,1.09697823,1.09756319
2026-09-21T21:20:41+00:00,1.09756319,1.09873382,1.09747602,1.09844124
2026-09-21T21:21:41+00:00,1.09844124,1.09941977,1.09844059,1.09931999
2026-09-21T21:22:41+00:00,1.09931999,1.09949432,1.09842797,1.09844053
2026-09-21T21:23:41+00:00,1.09844053,1.09854055,1.09810297,1.09822084
2026-09-21T21:24:41+00:00,1.09822084,1.09859630,1.09818023,1.09844048
2026-09-21T21:25:41+00:00,1.09844048,1.09936726,1.09820968,1.09931923
2026-09-21T21:26:41+00:00,1.09931923,1.10028894,1.09912142,1.10019869
2026-09-21T21:27:41+00:00,1.10019869,1.10076034,1.10018916,1.10041873
2026-09-21T21:28:41+00:00,1.10041873,1.10060197,1.10017971,1.10019865
2026-09-21T21:29:41+00:00,1.10019865,1.10050801,1.09945021,1.09975857
2026-09-21T21:30:41+00:00,1.09975857,1.10105427,1.09971229,1.10063838
2026-09-21T21:31:41+00:00,1.10063838,1.10075376,1.10039259,1.10041825
2026-09-21T21:32:41+00:00,1.10041825,1.10065898,1.09993572,1.10019817
2026-09-21T21:33:41+00:00,1.10019817,1.10037032,1.09930097,1.09931801
2026-09-21T21:34:41+00:00,1.09931801,1.09961537,1.09875710,1.09887828
2026-09-21T21:35:41+00:00,1.09887828,1.10025895,1.09870921,1.09975738
2026-09-21T21:36:41+00:00,1.09975738,1.09984868,1.09853163,1.09887757
2026-09-21T21:37:41+00:00,1.09887757,1.09903802,1.09846883,1.09865779
2026-09-21T21:38:41+00:00,1.09865779,1.09982885,1.09841815,1.09953672
2026-09-21T21:39:41+00:00,1.09953672,1.09972473,1.09897626,1.09931681
2026-09-21T21:40:41+00:00,1.09931681,1.10069333,1.09926101,1.10019626
2026-09-21T21:41:41+00:00,1.10019626,1.10030725,1.09976864,1.09997622
2026-09-21T21:42:41+00:00,1.09997622,1.10023163,1.09881998,1.09909624
2026-09-21T21:43:41+00:00,1.09909624,1.09957808,1.09908084,1.09953588
2026-09-21T21:44:41+00:00,1.09953588,1.10030588,1.09935551,1.09997569
2026-09-21T21:45:41+00:00,1.09997569,1.10009691,1.09894013,1.09909571
2026-09-21T21:46:41+00:00,1.09909571,1.09917485,1.09819120,1.09821643
2026-09-21T21:47:41+00:00,1.09821643,1.09850779,1.09807962,1.09843607
2026-09-21T21:48:41+00:00,1.09843607,1.09949490,1.09836777,1.09931482
2026-09-21T21:49:41+00:00,1.09931482,1.09961288,1.09893700,1.09953468
2026-09-21T21:50:41+00:00,1.09953468,1.10056709,1.09928076,1.10041431
2026-09-21T21:51:41+00:00,1.10041431,1.10090124,1.10005185,1.10019423
2026-09-21T21:52:41+00:00,1.10019423,1.10026738,1.09986081,1.09997419
2026-09-21T21:53:41+00:00,1.09997419,1.10116226,1.09982378,1.10085417
2026-09-21T21:54:41+00:00,1.10085417,1.10135101,1.10057068,1.10063400
2026-09-21T21:55:41+00:00,1.10063400,1.10109583,1.10046018,1.10085413
2026-09-21T21:56:41+00:00,1.10085413,1.10173832,1.10049771,1.10173481
2026-09-21T21:57:41+00:00,1.10173481,1.10186389,1.10138817,1.10151446
2026-09-21T21:58:41+00:00,1.10151446,1.10203448,1.10149147,1.10195507
2026-09-21T21:59:41+00:00,1.10195507,1.10253535,1.10178235,1.10239585
2026-09-21T22:00:41+00:00,1.10239585,1.10283861,1.10217635,1.10283681
2026-09-21T22:01:41+00:00,1.10283681,1.10387894,1.10253897,1.10371908
2026-09-21T22:02:41+00:00,1.10371908,1.10377471,1.10343914,1.10349834
2026-09-21T22:03:41+00:00,1.10349834,1.10371403,1.10241768,1.10261554
2026-09-21T22:04:41+00:00,1.10261554,1.10290317,1.10186050,1.10217449
2026-09-21T22:05:41+00:00,1.10217449,1.10225200,1.10122954,1.10129275
2026-09-21T22:06:41+00:00,1.10129275,1.10200670,1.10113709,1.10173327
2026-09-21T22:07:41+00:00,1.10173327,1.10283175,1.10160657,1.10261466
2026-09-21T22:08:41+00:00,1.10261466,1.10273811,1.10215447,1.10217361
2026-09-21T22:09:41+00:00,1.10217361,1.10221949,1.10110893,1.10129187
2026-09-21T22:10:41+00:00,1.10129187,1.10143450,1.10040733,1.10041084
2026-09-21T22:11:41+00:00,1.10041084,1.10095382,1.10015561,1.10063092
2026-09-21T22:12:41+00:00,1.10063092,1.10161889,1.10040604,1.10151142
2026-09-21T22:13:41+00:00,1.10151142,1.10156685,1.10103299,1.10129112
2026-09-21T22:14:41+00:00,1.10129112,1.10194604,1.10098147,1.10151138
2026-09-21T22:15:41+00:00,1.10151138,1.10180503,1.10107005,1.10107078
2026-09-21T22:16:41+00:00,1.10107078,1.10120804,1.10010084,1.10018992
2026-09-21T22:17:41+00:00,1.10018992,1.10053458,1.09969471,1.09974984
2026-09-21T22:18:41+00:00,1.09974984,1.10019756,1.09940301,1.10018974
2026-09-21T22:19:41+00:00,1.10018974,1.10027872,1.09962876,1.09974966
2026-09-21T22:20:41+00:00,1.09974966,1.10027194,1.09950341,1.10018956
2026-09-21T22:21:41+00:00,1.10018956,1.10040015,1.09903363,1.09930941
2026-09-21T22:22:41+00:00,1.09930941,1.09981554,1.09902593,1.09974913
2026-09-21T22:23:41+00:00,1.09974913,1.09976488,1.09921942,1.09930923
2026-09-21T22:24:41+00:00,1.09930923,1.09990719,1.09897224,1.09974895
2026-09-21T22:25:41+00:00,1.09974895,1.10044419,1.09950049,1.09996890
2026-09-21T22:26:41+00:00,1.09996890,1.10032522,1.09900812,1.09908892
2026-09-21T22:27:41+00:00,1.09908892,1.09909241,1.09806944,1.09820965
2026-09-21T22:28:41+00:00,1.09820965,1.09848527,1.09813148,1.09842929
2026-09-21T22:29:41+00:00,1.09842929,1.09934468,1.09836664,1.09930803
2026-09-21T22:30:41+00:00,1.09930803,1.09976653,1.09926264,1.09974775
2026-09-21T22:31:41+00:00,1.09974775,1.09983760,1.09923870,1.09930785
2026-09-21T22:32:41+00:00,1.09930785,1.09997341,1.09927837,1.09974757
2026-09-21T22:33:41+00:00,1.09974757,1.09996781,1.09929610,1.09930767
2026-09-21T22:34:41+00:00,1.09930767,1.09936243,1.09879296,1.09908781
2026-09-21T22:35:41+00:00,1.09908781,1.09936286,1.09835531,1.09864817
2026-09-21T22:36:41+00:00,1.09864817,1.09869820,1.09801799,1.09820871
2026-09-21T22:37:41+00:00,1.09820871,1.09829783,1.09786192,1.09798907
2026-09-21T22:38:41+00:00,1.09798907,1.09822667,1.09746254,1.09776947
2026-09-21T22:39:41+00:00,1.09776947,1.09793405,1.09717951,1.09733036
2026-09-21T22:40:41+00:00,1.09733036,1.09756918,1.09705635,1.09754983
2026-09-21T22:41:41+00:00,1.09754983,1.09827756,1.09747213,1.09798885
2026-09-21T22:42:41+00:00,1.09798885,1.09823509,1.09773093,1.09820845
2026-09-21T22:43:41+00:00,1.09820845,1.09916468,1.09795086,1.09908702
2026-09-21T22:44:41+00:00,1.09908702,1.09961289,1.09905138,1.09930684
2026-09-21T22:45:41+00:00,1.09930684,1.10031183,1.09897115,1.10018629
2026-09-21T22:46:41+00:00,1.10018629,1.10075244,1.09990968,1.10062636
2026-09-21T22:47:41+00:00,1.10062636,1.10114319,1.10053632,1.10106661
2026-09-21T22:48:41+00:00,1.10106661,1.10110426,1.10006117,1.10018576
2026-09-21T22:49:41+00:00,1.10018576,1.10029726,1.09923627,1.09930561
2026-09-21T22:50:41+00:00,1.09930561,1.09952883,1.09914450,1.09952547
2026-09-21T22:51:41+00:00,1.09952547,1.09954902,1.09856185,1.09864585
2026-09-21T22:52:41+00:00,1.09864585,1.09911334,1.09853178,1.09886558
2026-09-21T22:53:41+00:00,1.09886558,1.09900989,1.09842714,1.09864581
2026-09-21T22:54:41+00:00,1.09864581,1.09903529,1.09723059,1.09776689
2026-09-21T22:55:41+00:00,1.09776689,1.09782064,1.09708226,1.09754734
2026-09-21T22:56:41+00:00,1.09754734,1.09770100,1.09728814,1.09732783
2026-09-21T22:57:41+00:00,1.09732783,1.09825706,1.09728744,1.09820569
2026-09-21T22:58:41+00:00,1.09820569,1.09832915,1.09761070,1.09776641
2026-09-21T22:59:41+00:00,1.09776641,1.09909644,1.09727740,1.09864462
2026-09-21T23:00:41+00:00,1.09864462,1.09881949,1.09841923,1.09842489
2026-09-21T23:01:41+00:00,1.09842489,1.09845346,1.09801897,1.09820521
2026-09-21T23:02:41+00:00,1.09820521,1.09908892,1.09793786,1.09908377
2026-09-21T23:03:41+00:00,1.09908377,1.09932223,1.09854991,1.09930359
2026-09-21T23:04:41+00:00,1.09930359,1.09999137,1.09913822,1.09974331
2026-09-21T23:05:41+00:00,1.09974331,1.09975464,1.09931892,1.09952336
2026-09-21T23:06:41+00:00,1.09952336,1.10021319,1.09947381,1.09996317
2026-09-21T23:07:41+00:00,1.09996317,1.10027568,1.09880061,1.09908320
2026-09-21T23:08:41+00:00,1.09908320,1.09944300,1.09792757,1.09820393
2026-09-21T23:09:41+00:00,1.09820393,1.09888840,1.09790848,1.09864321
2026-09-21T23:10:41+00:00,1.09864321,1.09965673,1.09854291,1.09952212
2026-09-21T23:11:41+00:00,1.09952212,1.09993614,1.09950141,1.09974202
2026-09-21T23:12:41+00:00,1.09974202,1.09992124,1.09882646,1.09886223
2026-09-21T23:13:41+00:00,1.09886223,1.09896365,1.09835113,1.09842269
2026-09-21T23:14:41+00:00,1.09842269,1.09896909,1.09841963,1.09886206
2026-09-21T23:15:41+00:00,1.09886206,1.09909571,1.09880810,1.09908183
2026-09-21T23:16:41+00:00,1.09908183,1.09938255,1.09871743,1.09886201
2026-09-21T23:17:41+00:00,1.09886201,1.09897699,1.09848520,1.09864224
2026-09-21T23:18:41+00:00,1.09864224,1.09887734,1.09832791,1.09886197
2026-09-21T23:19:41+00:00,1.09886197,1.09951977,1.09872143,1.09930151
2026-09-21T23:20:41+00:00,1.09930151,1.10052953,1.09902628,1.10018095
2026-09-21T23:21:41+00:00,1.10018095,1.10076554,1.10009943,1.10040099
2026-09-21T23:22:41+00:00,1.10040099,1.10152359,1.10022104,1.10128131
2026-09-21T23:23:41+00:00,1.10128131,1.10157028,1.10031925,1.10040028
2026-09-21T23:24:41+00:00,1.10040028,1.10076899,1.09932561,1.09951996
2026-09-21T23:25:41+00:00,1.09951996,1.09954562,1.09893866,1.09908015
2026-09-21T23:26:41+00:00,1.09908015,1.09998614,1.09877763,1.09995941
2026-09-21T23:27:41+00:00,1.09995941,1.09999453,1.09890694,1.09907944
2026-09-21T23:28:41+00:00,1.09907944,1.09958973,1.09846529,1.09885962
2026-09-21T23:29:41+00:00,1.09885962,1.09899144,1.09859455,1.09863985
2026-09-21T23:30:41+00:00,1.09863985,1.09886367,1.09857534,1.09885958
2026-09-21T23:31:41+00:00,1.09885958,1.09913177,1.09796243,1.09798049
2026-09-21T23:32:41+00:00,1.09798049,1.09849137,1.09787088,1.09841968
2026-09-21T23:33:41+00:00,1.09841968,1.09864245,1.09748266,1.09754094
2026-09-21T23:34:41+00:00,1.09754094,1.09755169,1.09686891,1.09710192
2026-09-21T23:35:41+00:00,1.09710192,1.09806362,1.09673806,1.09754076
2026-09-21T23:36:41+00:00,1.09754076,1.09824867,1.09752588,1.09797978
2026-09-21T23:37:41+00:00,1.09797978,1.09803513,1.09700498,1.09710140
2026-09-21T23:38:41+00:00,1.09710140,1.09728910,1.09649257,1.09666256
2026-09-21T23:39:41+00:00,1.09666256,1.09702951,1.09640052,1.09644323
2026-09-21T23:40:41+00:00,1.09644323,1.09644446,1.09595826,1.09600465
2026-09-21T23:41:41+00:00,1.09600465,1.09700067,1.09576044,1.09688145
2026-09-21T23:42:41+00:00,1.09688145,1.09794946,1.09682113,1.09775896
2026-09-21T23:43:41+00:00,1.09775896,1.09797238,1.09710953,1.09731986
2026-09-21T23:44:41+00:00,1.09731986,1.09823524,1.09698208,1.09819772
2026-09-21T23:45:41+00:00,1.09819772,1.09893550,1.09808366,1.09863700
2026-09-21T23:46:41+00:00,1.09863700,1.09881297,1.09804273,1.09819755
2026-09-21T23:47:41+00:00,1.09819755,1.09877713,1.09812849,1.09863683
2026-09-21T23:48:41+00:00,1.09863683,1.09868336,1.09753710,1.09775792
2026-09-21T23:49:41+00:00,1.09775792,1.09783327,1.09748333,1.09753837
2026-09-21T23:50:41+00:00,1.09753837,1.09757390,1.09687145,1.09731886
2026-09-21T23:51:41+00:00,1.09731886,1.09802447,1.09685479,1.09775779
2026-09-21T23:52:41+00:00,1.09775779,1.09805812,1.09758894,1.09797734
2026-09-21T23:53:41+00:00,1.09797734,1.09829205,1.09735640,1.09819694
2026-09-21T23:54:41+00:00,1.09819694,1.09848786,1.09693847,1.09731838
2026-09-21T23:55:41+00:00,1.09731838,1.09732460,1.09694036,1.09709892
2026-09-21T23:56:41+00:00,1.09709892,1.09731857,1.09655761,1.09666008
2026-09-21T23:57:41+00:00,1.09666008,1.09680406,1.09602832,1.09622142
2026-09-21T23:58:41+00:00,1.09622142,1.09680627,1.09611190,1.09644066
2026-09-21T23:59:41+00:00,1.09644066,1.09677398,1.09642883,1.09665995
2026-09-22T00:00:41+00:00,1.09665995,1.09676611,1.09634319,1.09644062
2026-09-22T00:01:41+00:00,1.09644062,1.09681862,1.09626893,1.09665991
2026-09-22T00:02:41+00:00,1.09665991,1.09687958,1.09661861,1.09687924
2026-09-22T00:03:41+00:00,1.09687924,1.09760742,1.09660381,1.09731799
2026-09-22T00:04:41+00:00,1.09731799,1.09749594,1.09703115,1.09709853
2026-09-22T00:05:41+00:00,1.09709853,1.09732234,1.09686205,1.09687911
2026-09-22T00:06:41+00:00,1.09687911,1.09733250,1.09641997,1.09709849
2026-09-22T00:07:41+00:00,1.09709849,1.09784885,1.09681376,1.09753733
2026-09-22T00:08:41+00:00,1.09753733,1.09758192,1.09707117,1.09709832
2026-09-22T00:09:41+00:00,1.09709832,1.09714918,1.09612798,1.09622064
2026-09-22T00:10:41+00:00,1.09622064,1.09672812,1.09604455,1.09665913
2026-09-22T00:11:41+00:00,1.09665913,1.09697300,1.09661810,1.09687846
2026-09-22T00:12:41+00:00,1.09687846,1.09732140,1.09652615,1.09731721
2026-09-22T00:13:41+00:00,1.09731721,1.09763363,1.09730558,1.09753667
2026-09-22T00:14:41+00:00,1.09753667,1.09763978,1.09697987,1.09709766
2026-09-22T00:15:41+00:00,1.09709766,1.09767095,1.09706226,1.09753650
2026-09-22T00:16:41+00:00,1.09753650,1.09815592,1.09732222,1.09797551
2026-09-22T00:17:41+00:00,1.09797551,1.09911844,1.09767801,1.09885389
2026-09-22T00:18:41+00:00,1.09885389,1.09919191,1.09884579,1.09907366
2026-09-22T00:19:41+00:00,1.09907366,1.09932421,1.09833203,1.09885385
2026-09-22T00:20:41+00:00,1.09885385,1.09900607,1.09750662,1.09797477
2026-09-22T00:21:41+00:00,1.09797477,1.09826997,1.09773720,1.09819436
2026-09-22T00:22:41+00:00,1.09819436,1.09868661,1.09785238,1.09863364
2026-09-22T00:23:41+00:00,1.09863364,1.09876655,1.09761639,1.09775473
2026-09-22T00:24:41+00:00,1.09775473,1.09782039,1.09724224,1.09731563
2026-09-22T00:25:41+00:00,1.09731563,1.09823075,1.09712638,1.09819348
2026-09-22T00:26:41+00:00,1.09819348,1.09825061,1.09756548,1.09775420
2026-09-22T00:27:41+00:00,1.09775420,1.09777029,1.09729934,1.09731510
2026-09-22T00:28:41+00:00,1.09731510,1.09733545,1.09665639,1.09687617
2026-09-22T00:29:41+00:00,1.09687617,1.09796759,1.09669695,1.09775367
2026-09-22T00:30:41+00:00,1.09775367,1.09840637,1.09750970,1.09797322
